제목,리뷰,평점
어벤져스: 엔드게임,재밌습니다 ㅎㅎ ㄲㄱ보세요 ,10
어벤져스: 엔드게임,GoodX10000 ,10
어벤져스: 엔드게임,꼭 보세요 두번보세요 세번보세요 ㅋ ,10
극한직업,인생영화 탑쓰리 재설정!!! ,10
노무현과 바보들,자살한 범죄자 미화하지마세여 ,1
어벤져스: 엔드게임,3000만큼 좋다! 마블! 흥해라! ,10
우상,대사라도 잘들렸음 점수를 더주겠는데 대사가 들리지를 안아 당췌 무슨 내용인지도 모르겠다. ,2
안시성,아쉽지만 액션신은 멋지다 ,8
어벤져스: 엔드게임,정말 너무너무너무너무너무 재밌음 ,10
어벤져스: 엔드게임,Bring me thanos !!!! ,10
어벤져스: 엔드게임,내 인생의 최고의 완벽한 영화였다 ,10
어벤져스: 엔드게임,따봉!!! 3000점 ,10
어벤져스: 엔드게임,제 인생에 큰 행복을 주셔서 정말 감사합니다. 사랑해요 마블 ,10
어벤져스: 엔드게임,말이 필요하지 않네요^^ ,10
어벤져스: 엔드게임,와.... 10을 안줄수가 없다.. 재미와 감동... 슬픈건 더이상 어벤져스를 못본다는것...ㅠㅠ ,10
웰컴,그것에 반대하는 자들도 동조시킬 깊은 울림 ,7
어벤져스: 엔드게임,"전반부스토리는 조금 지루한감이 있지만 중,후반으로갈수록 감동이였어요 ",8
어벤져스: 엔드게임,Good10Avengers Assemble ,10
어벤져스: 엔드게임,진짜 재밌어요 역대급으로 ,10
어벤져스: 엔드게임,재있다 재밌다 재밌다 진짜 재있다 ,10
어벤져스: 엔드게임,지렸다위 돈 백아임 아이언맨 ,10
어벤져스: 엔드게임,누가 3시간 지루하다했냐ㄷㄷ ,10
어벤져스: 엔드게임,I love you 3000 ,10
어벤져스: 엔드게임,평론가들 머리 꽤나 아플듯. 이 영화에 어떤 평점을 남겨야할까 ,10
어벤져스: 엔드게임,어수선한 분위기때문에 집중못했습니다 ,6
자전차왕 엄복동,난재밌게봤는데ㅋㅋ다들그냥영화라기보단 만화라고생각하고 보시면  재밌게볼듯ㅋㅋ비랑민효랑좋아서 8점ㅋㅋ! ,8
어벤져스: 엔드게임,아이언맨에서 시작해서 아이언맨으로 끝냄 ,10
어벤져스: 엔드게임,최고의 마무리는 이런 것이다. ,10
어벤져스: 엔드게임,"마블 팬들에게 받치는 영화.다만, 그간 마블영화들을 봐오지 않은 이들에겐 다소 소외감을 줄 수 있다. ",10
어벤져스: 엔드게임,그동안 재미있었어 어벤져스 ,10
어벤져스: 엔드게임,스타크래프트 채팅에서 스포보고 봤는데도개꿀잼이네 와 ㅋㅋㅋ ,10
어벤져스: 엔드게임,아 끝나고 나니 공허함이.... ,10
어벤져스: 엔드게임,감사합니다.. 재밌었습니다. ,10
어벤져스: 엔드게임,기나긴 여정의 방점. 이정도면 나름 훌륭한 마무리다. 좋은 추억이었어~ ,10
어벤져스: 엔드게임,굿~~시간 지나는줄 모르고 봤어요 ,6
어벤져스: 엔드게임,화장실에 너무 너무 가고 싶었고..평소에 전화도 잘 안오는데..10통이나 오노..끝내 5분정도는 못보고 통화했다는..시리즈물은 첨이라 도통 문 내용인지 ㅋㅋㅋ ,6
어벤져스: 엔드게임,10년 마무리.  러닝타임이 길어서인지 관크가 많아 아쉬웠다 ,10
어벤져스: 엔드게임,왜 벌써 끝이지 아직 끝내면 안된다.. ,10
어벤져스: 엔드게임,하악 너무재밌어버리고 ,10
어벤져스: 엔드게임,시간가는줄 모르고 보니까 3시간이 지나가있더라 ,10
어벤져스: 엔드게임,3000만큼 완벽한 엔딩 ,10
뽀로로 극장판 보물섬 대모험,딸이엄청좋아했음 다음에 또 보고싶다고함 ,10
어벤져스: 엔드게임,괜춘함 공백제거 10자 ,6
어벤져스: 엔드게임,잘가요 아이언맨 ㅠㅠㅠ ,10
어벤져스: 엔드게임,나의 마블의 세계로 인도해준 마블에게 너무 고맙다 앞으로 이런 히어로물이 있을까... 아이언맨 the love ,10
장난스런 키스,이  영화를보니 너무즐거웠습니다   왕대륙오빠 잘생겼어요   그리고  이  영화 언제까지 하나요 ,10
어벤져스: 엔드게임,더 이상 이 조합을 볼 수 없다는 게 너무 아쉽고 슬프고 또 그리울 것같다. 새로운 히어로들이 나오고 페이즈4로 넘어가도 계속 그리울 것같아. 안보신분들은 늦게 예매했거나 좋은 자리한거는 2차로 보시고 최대한 빨리 집근처 영화관가서보세요. ,10
크게 될 놈,있을 때 잘하자...라고 쓰지만 나도 아직 멀었다 ,8
어벤져스: 엔드게임,또르가  떠돌이 바이킹으로 전직함 ,10
어벤져스: 엔드게임,세상에 완벽한 영화는 사실상 있을 수가 없기 때문에 아쉬운 점이 보이는 사람도 있겠지만 최소한 한 시대에 대한 최고의 마무리를 위해 최선을 다한 영화라는데는 대부분 이견이 없을 것 같다. ,10
어벤져스: 엔드게임,대서사극 마무리로써 최고 ,10
어벤져스: 엔드게임,믿고 보는 마블입니다 ^^ ,10
캡틴 마블,너무 좋았어요 아부지랑 같이 봤어요 ,10
어벤져스: 엔드게임,3000 만큼 사랑했고 고마웠다.그동안 수고많으셨어요 로다주이대사가 너무기억에남네나는 아이언맨이다굿바이 ,10
어벤져스: 엔드게임,역시 실망시키지 않네요~완전 감동이였어요~♡♡ ,10
어벤져스: 엔드게임,정말  재밌었다 3시간이 어떻게 간줄모르고봤다 ,10
행복,사랑 그 잔인한 거짓말.... ,10
어벤져스: 엔드게임,3000만큼  사랑합니다. 아이언 ,10
어벤져스: 엔드게임,너무나 재밌어서.. 감동한 영화 ,10
인스트루먼트 오브 워,사랑은 위대하다 ㆍ  사랑하자 ,10
어벤져스: 엔드게임,on your left ,10
러브리스,부모의 역할에 대해 다시 생각해보게 하는 영화 ,10
어벤져스: 엔드게임,인피니티워의 충격에서 드디어 벗어났다.. ㅠㅠ ,10
장난스런 키스,청춘영화에 끝판왕인 거 같습니다  이런 장르보면서 운 건 처음이네요  진짜 꼭 보세요 여주랑 남주보는 것만으로도 충분하지만 내용은 더더ㅓ 충분한 영화입니다. ,10
어벤져스: 엔드게임,솔직히 스포 다 듣고봐도 재밌음 ,10
어벤져스: 엔드게임,히어로 영화의 시작과 끝. ,9
어벤져스: 엔드게임,정말 행복했습니다.11년간의 마침표... 고생하셨습니다! 다른 히어로를 기다려야지.. ,10
더 퍼지,"자식이 왠수인 현실을 잘 나타낸 수작 임, 결혼해서 애낳는게 얼마나 수명과 재산과 시간 낭비인지 보여주는 걸작임 ",1
노무현과 바보들,이제는 노란색만 봐도 경기를 일으킬지경.. ,1
어벤져스: 엔드게임,ㅎ1234567890 ,6
어벤져스: 엔드게임,중간부터 벌써 아쉬워서 눈물흘리며 봄ㅠㅠ ,10
크게 될 놈,범죄 자체를 미화하는 것이 아니라 어머니의 사랑을 주제로 그려서 감동이었던 것 같음. ,9
어벤져스: 엔드게임,뭔 말인들 필요하겠습니까너무너무 감사했습니다 이제 쉬세요.. ,10
노무현과 바보들,이젠 면상만 봐도 웃음이 터진다 ㅋㅋㅋ ,1
안도 타다오,둥뚜둥 담백한 음악과 영상 인터뷰. 최고입니다 ,10
어벤져스: 엔드게임,말이필요없습니다 다만 잉?이러면 나중에 어떻게 이어가려고 이럴까 하는부분이 몇개있는대 믿고 끝까지 보겠습니다 ,10
어벤져스: 엔드게임,나는 ... 크 눈물 ㅠㅠ ,10
어벤져스: 엔드게임,3001 만큼 사랑합니다. ,10
어벤져스: 엔드게임,여운이 너무 강해 한번 더 보러 갑니다. ,10
어벤져스: 엔드게임,마블...하루 종일도 볼수 있어 ,10
어벤져스: 엔드게임,"아이언맨, 토르, 캡틴과 함께했던 지난 11년의 시간이 참 행복했습니다. ",10
어벤져스: 엔드게임,졸잼 졸잼 꼭 보세요어ㅓㅓ어엄 ,10
우상,2시간30분도 모자라다~ 4시간은 해야 이야기를 다들려줄것같은 영화~ 너무 해보고싶은게 많아도 탈~ ,5
어벤져스: 엔드게임,이제는 믿을수 없는 마블시네마 ,1
어벤져스: 엔드게임,I am inevitable.I am Ironman. ,10
어벤져스: 엔드게임,최고임끝내줌짱임 ,10
어벤져스: 엔드게임,엔드게임 보기 10시간전에 인피니티워 복습하고 갔는데 개인적으론 인피니티워가  더 재밌었습니다. 하지만 3시간의 긴 러닝타임이 전혀 지루하지 않았으며 마지막 전투장면은 인상 깊었습니다. ,8
어벤져스: 엔드게임,3시간이 짧았어요 전 .. ,10
어벤져스: 엔드게임,마블 보면서 울줄이야....그래도 냉정하게 10년 대단원을 마무리 하기엔 너무 엉성 하고 전투신도 임피니티 건틀렛이 보는 맛은 더 있었다. 마지막 1시간을 위한 런닝타임 2시간이 너무 그냥그랬음 ,8
어벤져스: 엔드게임,너무 멋있어서 눈물이 나왔다 ,10
퍼스트 어벤져,평점왜낮누.. 에반데 ,10
어벤져스: 엔드게임,잤어요 뭐가 재밋다고 난리들인지 ,2
어벤져스: 엔드게임,별점 3000점 주고 싶다 ,10
언브레이커블,시리즈 시작 볼만합니다. ,8
어벤져스: 엔드게임,깔끔하고 시원섭섭 좋은 마무리였다 3시간인데 1시간 32분정도밖에 안본거같다보는내내 심장이뛰었다 조마조마해서 상황도 잘연출했고 연계도 나름깔끔했고전체적으로 다좋았으나 헐크는 등장이 확실히 많았으나 액션과 전투가 이 없어서 아쉬웠당 그외엔 다굿 ,10
어벤져스: 엔드게임,어벤져스 짱 너무 재밌어요! ,10
어벤져스: 엔드게임,On your left ,10
어벤져스: 엔드게임,3000만큼 재밌어요 ,10
어벤져스: 엔드게임,반지의 제왕 전투씬이 생각날 멋진 클라이막스였습니다. ,8
어벤져스: 엔드게임,"이렇게 끝이라니 너무 아쉽네요, 항상 마블 영화 기다려 왔는데. 항상 감사했습니다. 어벤저스 포에버~~!! ",10
어벤져스: 엔드게임,디즈니가 폭스 인수해서 일루미나티 시리즈를 기대하고 있는데 ,1
어벤져스: 엔드게임,나의 청춘과 함께한 영화 ,10
어벤져스: 엔드게임,마블배우들 정말 고생. 많았습니다. 지금 까지 재미와 감동을 선사해주셔서 너무 고마워요. 히어로 영화를 울면서 보게될줄은 몰랐습니다 ,10
어벤져스: 엔드게임,ㅣ3000만큼최고다 ,10
어벤져스: 엔드게임,10년동안 이어진 세계관의 완벽한 마무리 ,10
어벤져스: 엔드게임,그냥3000만큼재밌다 ,10
어벤져스: 엔드게임,이제 뭘 기대하면서 살아가야할지모르겠다 ,10
어벤져스: 엔드게임,내 인생에서 절반은 아이언맨과 함께했어요 고마워요 마블?? ,10
기묘한 가족,가볍고 B급냄새나는영화좋아하는분 추천 유치한거 안좋아하면 비추 ,8
반지의 제왕: 왕의 귀환,21세기 초 걸작 중 최고 ,10
어벤져스: 엔드게임,3000만큼 재밋었다 ,10
어벤져스: 엔드게임,히어로물보고 울줄이야 ,10
침입자,부끄러움...이거 넘하는거 아닌가요?왜 봣냐 ,2
콜레트,주체적인 여성상을 볼 수 있어 인상적이었어요 ,9
어벤져스: 엔드게임,아이언맨으로 시작해 아이언맨으로...마무리ㅡㅜ ,10
소녀의 세계,순정만화식으로 그려낸~ 모나지않고 볼만함 ,6
어벤져스: 엔드게임,이멋진 우주에서의 다양한 가능성적 세계관. 유한존재적 삶의 행복과 허무함의 공존에서 먹먹해진다. 소멸의 의미는 영원한 숙제이다. ,9
어벤져스: 엔드게임,뒷자석 떠들떠들형씨들 그러지맙시다 다들려요 ,9
어벤져스: 엔드게임,먹먹함...과 치즈버거... 3000만큼 사랑한다 마블 ,10
어벤져스: 엔드게임,나타샤가 있었기에 가능했습니다.. 장례도 안 치뤄주네 ,10
어벤져스: 엔드게임,세시간 투자할만합니다 여운이 남네요... ,10
어벤져스: 엔드게임,"아니, 다 좋아요. 그런데 제발 좀... 아이언맨 부활시켜 주시면 안될까요? 로버트 주니어 계약 끝난 건가요???? ",9
어벤져스: 엔드게임,엔드게임이라고 이름 지을만했다 ,10
어벤져스: 엔드게임,인피니티워를 이런식으로 마무리짓냐;;; ,2
어벤져스: 엔드게임,잠와서 쥭는줄 하여튼 3명 다이 ㅋㅋ ,6
이터널 선샤인,그가 떠오르는 영화 참 고마운 사람 날 진정 사랑해 준 잊을 수 없는 내 인생의 친구 ,10
어벤져스: 엔드게임,말이 필요한가?  꼭봐야할영화 ,10
맨 프럼 어스,영화에 대한 평점은 자유이나 이 영화를 보고 1점을 주며 악평을 댓글로 단 사람들이 기독교인 이라는 것은 100퍼센트 확신한다 당신 주님께서는 한쪽뺨을 맞으면 반대쪽을 내어주라는데 정작 그 주님이 하신말씀과는 다르게 못 잡아먹어 안달난 족속들 ,10
어벤져스: 엔드게임,내인생 최고 영화 마블 짱 ,10
어벤져스: 엔드게임,인생영화였습니다. 말이 필요없네요. 10년 MCU팬으로서 너무 감동적이었습니다. ,10
유전,이게8 점 미만이라고? 진짜 수준 낮네 ,10
어벤져스: 엔드게임,지난 11년동안 정말 나에게 슈퍼히어로라는존재감을 느끼게 해준..마블 감사합니당어벤져스 어셈블~어벤져스 포에버..나의 영원한 히어로아이언맨!!I'm Ironman.!! ,10
안도 타다오,최고의 영화 건축에 대해 더 깊은 감명을 주었습니다 ,10
어벤져스: 엔드게임,말도안되게 재미있었다 ,10
어벤져스: 엔드게임,중간에 닥터스트레인지 너무 멋있어요 ,10
그래도 내가 하지 않았어,곰탕집 사건이 생각나는건 나뿐? ,10
어벤져스: 엔드게임,"벅찬감동,안녕 나의 영웅들.. ",10
어벤져스: 엔드게임,네뷸라의 타노스부대의 워프 타이밍 기가막힘. 캡아의 묠디르 헐크의 핑거스넵 아이언맨은 5년사이에 200년은 앞선기술을 개발함. 타노스는완다와 1대1뜨면 질듯 보임 아이언맨 핑거스냅으로 타노스부대전멸 나중엔 너무 억지스러움. 나중에 10시간짜리 감독판나 ,10
어벤져스: 엔드게임,인구절반을 되찾았지만 어벤져스 기존멤버 절반이 나갔군 허허 등가교환인가 ,10
어벤져스: 엔드게임,액션대박 스트레스 완전해소! ,10
어벤져스: 엔드게임,여운이 가시지않음최고의 영화3000점도 모자름 ,10
어벤져스: 엔드게임,재미있었음 매우매우 다시 한번 보러 갈겨 ,10
어벤져스: 엔드게임,아니 미쳤냐구요 ㅜ 완벽한 마무리.... ,10
어벤져스: 엔드게임,미쳣다 내인생에서 역대급영화 ,10
어벤져스: 엔드게임," 그동안에 정이 들었던 것인지, 왜자꾸 눈물이 나는지. 극장에서 왜 나만 울고있는것인지ㅋㅋ 30대 아빠 감성폭발했네요. 히어로영화가 이렇게 여운이 남는 영화가 있다니요. 고마웠어요. ",10
어벤져스: 엔드게임,몇번 더 봐야할 영화!! ,10
어벤져스: 엔드게임,그동안의 마블영화를 정리하는 편이기에벅참과 감동이 함께하는 영화였습니다.감사했습니다 ,10
어벤져스: 엔드게임,마블 내 최고인생작 너로 정했다 ,10
어벤져스: 엔드게임,진짜 악의적으로 스포한 새기 때문에 보는 내내빡쳤다 ,10
어벤져스: 엔드게임,"내 10년간 마블 인생을 정말 완벽하게 마무리한 영화였고, 다시 새로운 시작을 알리는 영화였다.. 진짜 싸움 등장씬때 너무 벅차 올라서 눈물이 났었음 대박이다.. 너무너무 완벽했음 ",10
어벤져스: 엔드게임,끝난다는게 아쉽지만 끝맺음이 있기에 더욱 아름다운 영화 ,10
어벤져스: 엔드게임,End가 아닌 And game ,10
어벤져스: 엔드게임,한 페이즈가 끝나 아쉬움 반 앞으로 기대반 ! ,10
어벤져스: 엔드게임,나이가있어서 그런지 도대체 뭐가 재밋다는건지… ,2
어벤져스: 엔드게임,11년의 마무리.. 잘 가요 ,10
어벤져스: 엔드게임,"영화 자체는 좀 아쉬움이 있다. 하지만 역대 모든 마블 영화들, 히어로들에 대한 위로가 담겨있다. 그들의 역사를 알기에 그 위로가 아름답다 ",8
